FIPS,Class,Geographic Name,Geographic Subtype,Total Vote,Democratic,Republican,Independent,Libertarian,Green,Constitution,Independent American,Reform,Peace and Justice,Natural Law,Write-ins,State1,State2,State3,State4,State5,State6,State7
fips,class,name,type,totalvote,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18
4001,1,Apache,County,31936,19901,11283,0,0,675,0,0,0,0,0,73,1,3,0,0,0,0,0
4003,1,Cochise,County,58225,23347,33184,0,12,1562,0,0,0,0,0,109,3,1,5,0,1,1,0
4005,1,Coconino,County,69563,42924,24825,0,6,1721,0,0,0,0,0,78,1,4,3,0,1,0,0
4007,1,Gila,County,27372,9330,17433,0,0,564,0,0,0,0,0,44,0,0,1,0,0,0,0
4009,1,Graham,County,15007,4235,10385,0,0,373,0,0,0,0,0,14,0,0,0,0,0,0,0
4011,1,Greenlee,County,3289,1102,2078,0,1,103,0,0,0,0,0,5,0,0,0,0,0,0,0
4012,1,La Paz,County,7522,2292,4998,0,0,219,0,0,0,0,0,13,0,0,0,0,0,0,0
4013,1,Maricopa,County,2034256,1045766,940465,0,384,43852,0,0,0,0,0,3608,52,57,55,6,10,1,0
4015,1,Mohave,County,108656,26578,79494,0,9,2398,0,0,0,0,0,169,3,1,2,1,1,0,0
4017,1,Navajo,County,50557,22173,27218,0,6,1078,0,0,0,0,0,81,0,0,1,0,0,0,0
4019,1,Pima,County,506474,298751,193021,0,54,13859,0,0,0,0,0,732,12,26,14,2,3,0,0
4021,1,Pinal,County,207654,86674,115595,0,32,4622,0,0,0,0,0,713,3,5,5,1,4,0,0
4023,1,Santa Cruz,County,18966,11986,6370,0,0,596,0,0,0,0,0,11,0,1,0,0,2,0,0
4025,1,Yavapai,County,147869,52077,93200,0,20,2555,0,0,0,0,0,0,7,4,4,2,0,0,0
4027,1,Yuma,County,67206,29199,36212,0,11,1691,0,0,0,0,0,88,0,1,2,0,2,0,0
6001,1,Alameda,County,636760,489039,147721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003,1,Alpine,County,725,463,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,1,Amador,County,21988,7454,14534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6007,1,Butte,County,91609,42417,49192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6009,1,Calaveras,County,26065,8956,17109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,1,Colusa,County,6907,2436,4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,1,Contra Costa,County,508414,343169,165245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6015,1,Del Norte,County,10301,4217,6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,1,El Dorado,County,110397,45734,64663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,1,Fresno,County,315071,148396,166675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,1,Glenn,County,10236,3122,7114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,1,Humboldt,County,63033,40240,22793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,1,Imperial,County,53020,26441,26579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6027,1,Inyo,County,8807,4134,4673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,1,Kern,County,275959,107501,168458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6031,1,Kings,County,40579,15225,25354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6033,1,Lake,County,26198,12797,13401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6035,1,Lassen,County,11130,2439,8691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,1,Los Angeles,County,3555972,2335222,1220750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6039,1,Madera,County,52989,20538,32451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6041,1,Marin,County,141332,112842,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6043,1,Mariposa,County,9329,3582,5747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6045,1,Mendocino,County,38288,24106,14182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,1,Merced,County,83714,40394,43320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,1,Modoc,County,3929,978,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,1,Mono,County,5887,3384,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6053,1,Monterey,County,144215,92302,51913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6055,1,Napa,County,64231,42245,21986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6057,1,Nevada,County,61350,33363,27987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,1,Orange,County,1363849,674882,688967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6061,1,Placer,County,228179,98198,129981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6063,1,Plumas,County,9955,3921,6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6065,1,Riverside,County,917422,443181,474241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6067,1,Sacramento,County,639219,375265,263954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6069,1,San Benito,County,27022,14991,12031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6071,1,San Bernardino,County,739758,355667,384091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,1,San Diego,County,1442934,817805,625129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6075,1,San Francisco,County,377353,310932,66421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6077,1,San Joaquin,County,256269,127205,129064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,1,San Luis Obispo,County,146094,77525,68569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6081,1,San Mateo,County,321660,237186,84474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,1,Santa Barbara,County,180735,110609,70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6085,1,Santa Clara,County,723382,498785,224597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6087,1,Santa Cruz,County,129368,98631,30737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6089,1,Shasta,County,87398,25996,61402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6091,1,Sierra,County,1727,617,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6093,1,Siskiyou,County,21045,8087,12958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6095,1,Solano,County,185608,113204,72404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,1,Sonoma,County,245189,176477,68712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6099,1,Stanislaus,County,192484,86040,106444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,1,Sutter,County,38113,12984,25129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,1,Tehama,County,25730,7098,18632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6105,1,Trinity,County,5561,2413,3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6107,1,Tulare,County,135411,51972,83439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6109,1,Tuolumne,County,27851,10479,17372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6111,1,Ventura,County,381041,211381,169660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6113,1,Yolo,County,90842,61084,29758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6115,1,Yuba,County,29212,10501,18711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9001,1,Fairfield,County,440426,265597,168556,0,0,3149,0,0,0,0,0,0,3121,3,0,0,0,0,0
9003,1,Hartford,County,417396,259568,150084,0,0,3842,0,0,0,0,0,0,3901,1,0,0,0,0,0
9005,1,Litchfield,County,103684,49766,52285,0,0,726,0,0,0,0,0,0,907,0,0,0,0,0,0
9007,1,Middlesex,County,95262,54503,39156,0,0,812,0,0,0,0,0,0,791,0,0,0,0,0,0
9009,1,New Haven,County,384616,224025,153763,0,0,3552,0,0,0,0,0,0,3274,2,0,0,0,0,0
9011,1,New London,County,132945,77429,52861,0,0,1195,0,0,0,0,0,0,1459,1,0,0,0,0,0
9013,1,Tolland,County,79528,43691,34433,0,0,694,0,0,0,0,0,0,710,0,0,0,0,0,0
9015,1,Windham,County,54402,26116,27118,0,0,452,0,0,0,0,0,0,716,0,0,0,0,0,0
9110,1,Capitol,Planning Region,461560,285481,167629,0,0,4247,0,0,0,0,0,0,4203,0,0,0,0,0,0
9120,1,Greater Bridgeport,Planning Region,132208,83342,46680,0,0,1040,0,0,0,0,0,0,1146,0,0,0,0,0,0
9130,1,Lower Connecticut River Valley,Planning Region,102092,58683,41735,0,0,843,0,0,0,0,0,0,831,0,0,0,0,0,0
9140,1,Naugatuck Valley,Planning Region,209566,101624,104198,0,0,1544,0,0,0,0,0,0,2200,0,0,0,0,0,0
9150,1,Northeastern Connecticut,Planning Region,48860,22219,25645,0,0,351,0,0,0,0,0,0,645,0,0,0,0,0,0
9160,1,Northwest Hills,Planning Region,62993,32251,29778,0,0,452,0,0,0,0,0,0,512,0,0,0,0,0,0
9170,1,South Central Connecticut,Planning Region,256895,159727,92616,0,0,2627,0,0,0,0,0,0,1925,0,0,0,0,0,0
9180,1,Southeastern Connecticut,Planning Region,132195,77382,52049,0,0,1269,0,0,0,0,0,0,1495,0,0,0,0,0,0
9190,1,Western Connecticut,Planning Region,301883,179986,117926,0,0,2049,0,0,0,0,0,0,1922,0,0,0,0,0,0
10001,1,Kent,County,86268,44169,39158,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10003,1,New Castle,County,270005,176195,82475,11335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005,1,Sussex,County,144333,62934,76120,5279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12001,1,Alachua,County,135382,78314,54458,886,902,0,0,0,0,0,0,174,648,0,0,0,0,0,0
12003,1,Baker,County,14826,2161,12415,46,85,0,0,0,0,0,0,29,90,0,0,0,0,0,0
12005,1,Bay,County,97152,22988,72045,943,540,0,0,0,0,0,0,87,549,0,0,0,0,0,0
12007,1,Bradford,County,13628,3005,10363,60,63,0,0,0,0,0,0,11,126,0,0,0,0,0,0
12009,1,Brevard,County,358019,140412,209204,2940,2370,0,0,0,0,0,0,381,2712,0,0,0,0,0,0
12011,1,Broward,County,863473,512458,338969,3845,3829,0,0,0,0,0,0,798,3574,0,0,0,0,0,0
12013,1,Calhoun,County,6373,976,5280,29,20,0,0,0,0,0,0,4,64,0,0,0,0,0,0
12015,1,Charlotte,County,122318,38154,82377,382,514,0,0,0,0,0,0,107,784,0,0,0,0,0,0
12017,1,Citrus,County,96985,27975,66837,388,530,0,0,0,0,0,0,108,1147,0,0,0,0,0,0
12019,1,Clay,County,125890,37009,86368,727,825,0,0,0,0,0,0,114,846,1,0,0,0,0,0
12021,1,Collier,County,215709,63988,150015,491,621,0,0,0,0,0,0,126,468,0,0,0,0,0,0
12023,1,Columbia,County,33269,8283,24400,114,183,0,0,0,0,0,0,50,239,0,0,0,0,0,0
12027,1,DeSoto,County,12321,3378,8708,54,60,0,0,0,0,0,0,10,111,0,0,0,0,0,0
12029,1,Dixie,County,8015,1169,6673,21,35,0,0,0,0,0,0,13,104,0,0,0,0,0,0
12031,1,Duval,County,464224,223191,232168,2653,3139,0,0,0,0,0,0,541,2531,1,0,0,0,0,0
12033,1,Escambia,County,161884,60111,98502,1276,954,0,0,0,0,0,0,163,878,0,0,0,0,0,0
12035,1,Flagler,County,78966,28051,49683,333,361,0,0,0,0,0,0,53,485,0,0,0,0,0,0
12037,1,Franklin,County,6728,1795,4814,18,41,0,0,0,0,0,0,4,56,0,0,0,0,0,0
12039,1,Gadsden,County,21759,13192,8221,90,88,0,0,0,0,0,0,13,155,0,0,0,0,0,0
12041,1,Gilchrist,County,10589,1617,8740,48,65,0,0,0,0,0,0,25,94,0,0,0,0,0,0
12043,1,Glades,County,5246,1161,3987,19,17,0,0,0,0,0,0,4,58,0,0,0,0,0,0
12045,1,Gulf,County,8655,1757,6745,39,39,0,0,0,0,0,0,7,68,0,0,0,0,0,0
12047,1,Hamilton,County,5669,1602,3945,28,18,0,0,0,0,0,0,9,67,0,0,0,0,0,0
12049,1,Hardee,County,8070,1879,6016,35,37,0,0,0,0,0,0,12,91,0,0,0,0,0,0
12051,1,Hendry,County,13271,3837,9215,54,68,0,0,0,0,0,0,15,82,0,0,0,0,0,0
12053,1,Hernando,County,109227,36545,70178,574,698,0,0,0,0,0,0,197,1035,0,0,0,0,0,0
12055,1,Highlands,County,51302,15688,34858,146,217,0,0,0,0,0,0,43,350,0,0,0,0,0,0
12057,1,Hillsborough,County,665954,316262,336341,4492,4238,0,0,0,0,0,0,631,3988,2,0,0,0,0,0
12059,1,Holmes,County,9068,866,8063,25,39,0,0,0,0,0,0,7,68,0,0,0,0,0,0
12061,1,Indian River,County,97854,35299,61075,457,387,0,0,0,0,0,0,73,563,0,0,0,0,0,0
12063,1,Jackson,County,21992,5515,16033,82,98,0,0,0,0,0,0,29,235,0,0,0,0,0,0
12065,1,Jefferson,County,8464,3230,5118,36,25,0,0,0,0,0,0,9,46,0,0,0,0,0,0
12067,1,Lafayette,County,3729,454,3183,13,26,0,0,0,0,0,0,5,48,0,0,0,0,0,0
12069,1,Lake,County,224021,83276,136284,1256,1270,0,0,0,0,0,0,164,1771,0,0,0,0,0,0
12071,1,Lee,County,385532,125524,255340,1244,1570,0,0,0,0,0,0,221,1633,0,0,0,0,0,0
12073,1,Leon,County,155285,88881,63554,1002,852,0,0,0,0,0,0,204,792,0,0,0,0,0,0
12075,1,Levy,County,24127,5763,17894,98,101,0,0,0,0,0,0,16,255,0,0,0,0,0,0
12077,1,Liberty,County,3454,539,2859,14,11,0,0,0,0,0,0,2,29,0,0,0,0,0,0
12079,1,Madison,County,9089,2966,5984,34,30,0,0,0,0,0,0,10,65,0,0,0,0,0,0
12081,1,Manatee,County,226843,85462,137928,985,1099,0,0,0,0,0,0,175,1194,0,0,0,0,0,0
12083,1,Marion,County,211655,72779,135179,729,1149,0,0,0,0,0,0,239,1579,1,0,0,0,0,0
12085,1,Martin,County,97314,34015,61948,263,459,0,0,0,0,0,0,107,522,0,0,0,0,0,0
12086,1,Miami-Dade,County,1077000,477598,585445,4088,4737,0,0,0,0,0,0,886,4244,2,0,0,0,0,0
12087,1,Monroe,County,43808,18227,25069,124,204,0,0,0,0,0,0,37,147,0,0,0,0,0,0
12089,1,Nassau,County,65366,16804,47668,194,343,0,0,0,0,0,0,49,308,0,0,0,0,0,0
12091,1,Okaloosa,County,112739,28850,81192,1057,766,0,0,0,0,0,0,136,738,0,0,0,0,0,0
12093,1,Okeechobee,County,15802,4002,11544,44,66,0,0,0,0,0,0,12,134,0,0,0,0,0,0
12095,1,Orange,County,601093,330386,256770,5566,3864,0,0,0,0,0,0,528,3976,3,0,0,0,0,0
12097,1,Osceola,County,170464,81586,85085,1305,1017,0,0,0,0,0,0,140,1331,0,0,0,0,0,0
12099,1,Palm Beach,County,734827,368640,356386,3141,2845,0,0,0,0,0,0,588,3227,0,0,0,0,0,0
12101,1,Pasco,County,313938,119344,186620,2271,2270,0,0,0,0,0,0,292,3141,0,0,0,0,0,0
12103,1,Pinellas,County,511942,241729,260571,2984,3073,0,0,0,0,0,0,437,3147,1,0,0,0,0,0
12105,1,Polk,County,343694,135475,201722,1721,1920,0,0,0,0,0,0,383,2473,0,0,0,0,0,0
12107,1,Putnam,County,35874,9511,25621,132,209,0,0,0,0,0,0,46,355,0,0,0,0,0,0
12109,1,St. Johns,County,195794,64516,128463,772,995,0,0,0,0,0,0,163,885,0,0,0,0,0,0
12111,1,St. Lucie,County,182950,84650,95644,770,796,0,0,0,0,0,0,234,856,0,0,0,0,0,0
12113,1,Santa Rosa,County,111629,24555,84815,726,710,0,0,0,0,0,0,97,726,0,0,0,0,0,0
12115,1,Sarasota,County,275568,111763,160328,869,1254,0,0,0,0,0,0,151,1203,0,0,0,0,0,0
12117,1,Seminole,County,250755,118325,127316,1660,1708,0,0,0,0,0,0,228,1517,1,0,0,0,0,0
12119,1,Sumter,County,104631,31273,72344,230,275,0,0,0,0,0,0,48,460,1,0,0,0,0,0
12121,1,Suwannee,County,21685,4073,17123,110,108,0,0,0,0,0,0,28,243,0,0,0,0,0,0
12123,1,Taylor,County,9897,1816,7914,38,41,0,0,0,0,0,0,4,84,0,0,0,0,0,0
12125,1,Union,County,6167,1053,4967,26,33,0,0,0,0,0,0,16,72,0,0,0,0,0,0
12127,1,Volusia,County,306908,120503,179997,1465,2001,0,0,0,0,0,0,305,2637,0,0,0,0,0,0
12129,1,Wakulla,County,19675,5265,14013,88,112,0,0,0,0,0,0,25,172,0,0,0,0,0,0
12131,1,Walton,County,49249,9618,38828,184,272,0,0,0,0,0,0,50,297,0,0,0,0,0,0
12133,1,Washington,County,12525,1988,10294,52,71,0,0,0,0,0,0,10,110,0,0,0,0,0,0
15001,1,Hawaii,County,80517,54691,22747,0,0,1600,0,0,0,0,0,0,1479,0,0,0,0,0,0
15003,1,Honolulu,County,332336,209780,111603,0,0,4884,0,0,0,0,0,0,6069,0,0,0,0,0,0
15007,1,Kauai,County,28495,18934,8537,0,0,491,0,0,0,0,0,0,533,0,0,0,0,0,0
15009,1,Maui,County,60415,40789,17188,0,0,1295,0,0,0,0,0,0,1143,0,0,0,0,0,0
18001,1,Adams,County,12376,2623,9453,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18003,1,Allen,County,157837,64275,89831,0,3702,0,0,0,0,0,0,0,2,27,0,0,0,0,0
18005,1,Bartholomew,County,32259,10790,20573,0,893,0,0,0,0,0,0,0,0,3,0,0,0,0,0
18007,1,Benton,County,3925,922,2887,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18009,1,Blackford,County,4821,1109,3554,0,157,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18011,1,Boone,County,38788,14596,23037,0,1154,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18013,1,Brown,County,8444,2695,5392,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18015,1,Carroll,County,9172,2034,6898,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18017,1,Cass,County,14100,3661,10031,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18019,1,Clark,County,57189,22317,32978,0,1889,0,0,0,0,0,0,0,0,5,0,0,0,0,0
18021,1,Clay,County,11453,2375,8752,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18023,1,Clinton,County,11783,2803,8620,0,358,0,0,0,0,0,0,0,1,1,0,0,0,0,0
18025,1,Crawford,County,4750,1312,3311,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18027,1,Daviess,County,10705,1829,8632,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18029,1,Dearborn,County,26414,5208,20655,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18031,1,Decatur,County,11444,2098,8971,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18033,1,DeKalb,County,18512,4429,13530,0,551,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18035,1,Delaware,County,43645,17590,24801,0,1252,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18037,1,Dubois,County,19577,5436,13549,0,590,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18039,1,Elkhart,County,69708,22106,46298,0,1300,0,0,0,0,0,0,0,3,1,0,0,0,0,0
18041,1,Fayette,County,9271,1955,7066,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18043,1,Floyd,County,40712,16554,23053,0,1101,0,0,0,0,0,0,0,0,4,0,0,0,0,0
18045,1,Fountain,County,7919,1481,6224,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18047,1,Franklin,County,11235,1932,9043,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18049,1,Fulton,County,8785,1990,6580,0,213,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18051,1,Gibson,County,15522,3692,11424,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18053,1,Grant,County,22967,6160,16244,0,562,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18055,1,Greene,County,13668,3131,10146,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18057,1,Hamilton,County,181846,77761,99855,0,4221,0,0,0,0,0,0,0,0,9,0,0,0,0,0
18059,1,Hancock,County,43660,13067,28667,0,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18061,1,Harrison,County,20056,5234,14256,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18063,1,Hendricks,County,79851,28790,48718,0,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18065,1,Henry,County,20443,5023,14818,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18067,1,Howard,County,38428,11810,25369,0,1247,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18069,1,Huntington,County,17121,4019,12579,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18071,1,Jackson,County,18360,3954,13946,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18073,1,Jasper,County,14843,3281,11204,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18075,1,Jay,County,7780,1594,5976,0,209,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18077,1,Jefferson,County,13507,4197,8943,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18079,1,Jennings,County,11548,2364,8816,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18081,1,Johnson,County,68347,20743,45502,0,2098,0,0,0,0,0,0,0,0,4,0,0,0,0,0
18083,1,Knox,County,14052,3501,10167,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18085,1,Kosciusko,County,33441,6920,25610,0,910,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18087,1,LaGrange,County,9967,1956,7806,0,204,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18089,1,Lake,County,197745,105648,88474,0,3615,0,0,0,0,0,0,0,0,8,0,0,0,0,0
18091,1,LaPorte,County,44726,18828,24752,0,1137,0,0,0,0,0,0,0,1,8,0,0,0,0,0
18093,1,Lawrence,County,20022,4586,14811,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18095,1,Madison,County,55302,19190,34393,0,1716,0,0,0,0,0,0,0,0,3,0,0,0,0,0
18097,1,Marion,County,352909,217819,126643,0,8425,0,0,0,0,0,0,0,1,21,0,0,0,0,0
18099,1,Marshall,County,18733,4838,13495,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18101,1,Martin,County,4819,1002,3633,0,183,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18103,1,Miami,County,13220,2850,9983,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18105,1,Monroe,County,58668,35960,21187,0,1512,0,0,0,0,0,0,0,0,9,0,0,0,0,0
18107,1,Montgomery,County,16386,3806,12101,0,478,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18109,1,Morgan,County,33605,7103,25306,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18111,1,Newton,County,6433,1352,4860,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18113,1,Noble,County,18216,4035,13710,0,463,0,0,0,0,0,0,0,6,2,0,0,0,0,0
18115,1,Ohio,County,3000,670,2254,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18117,1,Orange,County,8055,1897,5947,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18119,1,Owen,County,9399,2153,6744,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18121,1,Parke,County,6215,1274,4768,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18123,1,Perry,County,8052,2936,4961,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18125,1,Pike,County,5542,1226,4166,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18127,1,Porter,County,84738,36931,46011,0,1786,0,0,0,0,0,0,0,1,9,0,0,0,0,0
18129,1,Posey,County,12801,3366,9147,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18131,1,Pulaski,County,5352,1158,4031,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18133,1,Putnam,County,16020,3572,11918,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18135,1,Randolph,County,9963,2170,7533,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18137,1,Ripley,County,14242,2640,11286,0,315,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18139,1,Rush,County,7289,1498,5532,0,258,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18141,1,St. Joseph,County,110066,53253,54590,0,2210,0,0,0,0,0,0,0,0,13,0,0,0,0,0
18143,1,Scott,County,8676,2393,6042,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18145,1,Shelby,County,18707,4465,13495,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18147,1,Spencer,County,9964,2700,7051,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18149,1,Starke,County,9590,2279,7035,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18151,1,Steuben,County,15735,4004,11345,0,385,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18153,1,Sullivan,County,8122,2031,5898,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18155,1,Switzerland,County,4143,914,3156,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18157,1,Tippecanoe,County,63669,30091,31699,0,1868,0,0,0,0,0,0,0,2,9,0,0,0,0,0
18159,1,Tipton,County,7569,1675,5617,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18161,1,Union,County,3427,694,2606,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18163,1,Vanderburgh,County,72992,30403,41084,0,1503,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18165,1,Vermillion,County,6766,1930,4645,0,190,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18167,1,Vigo,County,40177,16282,22898,0,995,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18169,1,Wabash,County,13420,2973,10102,0,344,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18171,1,Warren,County,4336,879,3362,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18173,1,Warrick,County,31219,10227,20314,0,674,0,0,0,0,0,0,0,1,3,0,0,0,0,0
18175,1,Washington,County,12404,2783,9219,0,401,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18177,1,Wayne,County,26357,8376,17083,0,896,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18179,1,Wells,County,12884,2379,10135,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18181,1,White,County,10859,2650,7900,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18183,1,Whitley,County,17132,3855,12729,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
